Title,Company,Company_ratings,Skills,Experience,City,Salary,Post_date
Data Engineer,National Payments Corporation of India (NPCI),3.9,tableauRDBMSCloudProgrammingDatabaseData structuresData analyticsFinancial services,3-6 Yrs,Hyderabad,,2 days ago
Data Analyst,Algoleap Technologies,4.3,sqlsql server integration servicesdata integration toolsg suitessisdatabase maintenancedata analysisdata interpretation,3-8 Yrs,Hyderabad,,2 days ago
"Junior Analyst, FP&A",Applause,4.1,auditingaccountinggoogle sheetsfpafinancial planninghlookupconditional formattingmacros,2-5 Yrs,Hyderabad,,3+ weeks ago
Business Analyst,Xemplar Insights,3.6,Data AnalyticsRExcelBusiness AnalyticsPower BiData VisualizationTableauLooker,2-7 Yrs,Hyderabad,,3+ weeks ago
Data Analyst / Data Scientist,Covalense Global,4,Computer scienceMarket analysisLogistic regressionData analysisOperational excellenceSASDebuggingData mining,1-5 Yrs,Hyderabad,,1 week ago
Machine Learning Engineer - Cloud Services,Tata Consultancy Services,3.3,Computer scienceAutomationData analysisData managementCloud ServicesAutodeskMonitoringAnalytics,2-5 Yrs,Hyderabad,,3+ weeks ago
DLP Consultant,ADQ Services,3.9,AutomationPowershellAnalyticalArtificial IntelligenceISO 27001HIPAAHealthcaremicrosoft,5-9 Yrs,Hyderabad,,1 day ago
CDNA - ML Engineer - Data Science Enablement,Tiger Analytics,3.7,pythondata engineeringsqldevopsmlhivecontinuous integrationnatural language processing,3-6 Yrs,Hyderabad,,3+ weeks ago
AI Big Data Engineer,Coretek Labs India,4.3,ScalabilityData processingCommerceData qualitybig dataOperationsPerformance monitoringAnalytics,5-10 Yrs,Hyderabad,,1 day ago
Engineer - Audio Systems Machine Learning Engineer,Enterprise Change Specialists,4.5,pythonc++tensorflowpytorchmldspcnnbert,5-10 Yrs,Hyderabad,,1 day ago
"SQA Engineer, Machine Learning",Accenture,3.7,continuous integrationcdrestpythongithubsoftware testingpytesttest case design,5-10 Yrs,Hyderabad,,2 days ago
Machine Learning Engineer,Photon,4.1,pythondata manipulationpresentation skillstensorflowtroubleshootingsoftware developmentscikit-learninformation retrieval,5-10 Yrs,Hyderabad,,1 week ago
Machine Learning Engineer - Neural Networks,Datamatics Business Solutions,3.4,PythonData ScienceNeural NetworksData ModelingMachine LearningAlgorithmDeep LearningSQL,4-6 Yrs,"Hybrid - Hyderabad, Pune, Chennai",,1 day ago
Machine Learning Engineer,IDESLABS,3.7,gensimpythonnatural language processingscikit-learnnltkmicrosoft azureengineeringmachine learning,7-8 Yrs,Hyderabad,,3+ weeks ago
Global Reliability Data Scientist( ML+ Anomaly Detection),Fort Technologies,4.7,pythondata analysiskpiplcasset managementreliabilitymaintenance operationspower bi,5-10 Yrs,"Hybrid - Hyderabad, Pune, Bengaluru",,2 weeks ago
Immediate Hiring || Data Engineer/Analyst (SQL+BI+Python),Syren Cloud Inc,3.7,Bi ToolsSQLAdvanced Sql QueriesData EngineeringBig queryDataprocAdvance SqlGcp Cloud,5-16 Yrs,Hyderabad,,1 week ago
Data Scientist,Quadrytrix,3.3,data scientistdata qualitybi developmentdomain knowledgedata analysisdata modelingdesignpower bi,2-6 Yrs,Hyderabad,,1 day ago
Machine Learning Engineer,The It Mind Services,4.2,JavaMachine LearningPython.NetGroovyMachine,1-3 Yrs,Hyderabad,,1 day ago
Senior ML Engineer,Amgen Inc,2.7,Logistic regressiondeep learningBackendPDFDemand forecastingMachine learningForecastingMonitoring,2-7 Yrs,Hyderabad,,3+ weeks ago
Data Science-MLOPS engineer,Open Insights,4.2,Generative AiMLOPSTerraformPythonDataArtificial Intelligence,2-3 Yrs,Hyderabad,,3+ weeks ago
Big data engineer/Developer,Wipro,3.6,big data administrationhivepythondata analyticsscaladata processingbig data technologiesdata warehousing,0-3 Yrs,Hyderabad,,5 days ago
Data Analyst - KPO,Wipro,3.6,data analystpythonbusiness analyticskpomediasqlanalyticsr,1-3 Yrs,Hyderabad,,2 days ago
Social - Analyst,DAZN,2.5,digital marketingdata analysisanalyticaltime managementstrong analytical skillsbrandingverbal communicationbusiness development,1-3 Yrs,Hyderabad,,1 day ago
Analyst,Virtusa,3.7,Data analysisData managementConsultingData structuresCustomer servicedata visualizationResearchSQL,2-6 Yrs,Hyderabad,,3+ weeks ago
Data Scientist,S&P Global Market Intelligence,4,Computer scienceData analysisAnalyticalFormulationDebuggingMachine learningData qualityAnalytics,5-9 Yrs,"Hybrid - Hyderabad, Chennai, Bengaluru",,2 days ago
IS Engineer,Virtusa,3.7,sql queriesrapid prototypingsoftware development methodologiestroubleshootingsdlcpythondata analysisapi integration,9-14 Yrs,Hyderabad,,3+ weeks ago
Data Scientist,IntouchCX,2.7,Data analysisdata scienceMachine learningProgrammingMathematicsdata visualizationStatisticsAnalytics,6-11 Yrs,"Hyderabad, Pune, Ahmedabad, Chennai, Bengaluru",,2 days ago
IS Engineer,Pulsus Healthtech,3.2,sql queriesrapid prototypingjavascriptsoftware development methodologiessdlcpythondata analysisapi integration,3-5 Yrs,Hyderabad,,3+ weeks ago
"Data Scientist, Product, Payments",Proclink,3.9,pythonnatural language processingmathematicspredictive analyticsneural networksmachine learningfinancial servicessql,2-6 Yrs,Hyderabad,,6 days ago
Data Analyst,Regalix,2.8,PostgresqlHadoopSplunkSQLData analysisData,3-6 Yrs,Hyderabad,,1 week ago
Data Governance Analyst,Indium Software,4,data governancecompliancedata lineageregulatory compliancedata transformationdata governance frameworksanalytical skillspolicy development,3-8 Yrs,Hyderabad,,6 days ago
Data Analyst | Contract,CDK Global,3.8,PostGreSqlHadoopSplunkSQLData analysisDataContracts,2-7 Yrs,Hyderabad,,3+ weeks ago
Data Scientist,Wipro,3.6,data cleansingData analysisAutomationSASAnalyticalTrend analysisMachine learningSPSS,3-8 Yrs,"Hyderabad, Kolkata, Mumbai, New Delhi, Pune, Chennai, Bengaluru",,2 days ago
Data Engineer,Wipro,3.6,ProcurementData analysisdata scienceManager ITData qualityData warehousingAnalyticsSQL,6-15 Yrs,Hyderabad,,3+ weeks ago
ML/Data Scientist,Wipro,3.6,deep learningMachine learningROCHypothesis Testingpower biDeploymentbig dataStatistics,8-13 Yrs,Hyderabad,,3+ weeks ago
Data Scientist (ML and Time Series),Wipro,3.6,Text miningHealth insuranceData analysisGITAnalyticalMachine learningForecastingAnalytics,8-13 Yrs,Hybrid - Hyderabad,,2 days ago
Data Engineer,Fortuna Entertainment Group,3,ProcurementData analysisdata scienceSenior Manager ITData qualityData warehousingAnalyticsSQL,2-4 Yrs,Hyderabad,,3+ weeks ago
Data Scientist,Virtusa,3.7,Computer scienceData analysisProcess optimizationMachine learningPredictive modelingCustomer engagementData miningBusiness solutions,2-5 Yrs,"Hybrid - Hyderabad, Mumbai (All Areas)",,3+ weeks ago
Data Scientist (Aditya POC),Tata Consultancy Services,3.3,algorithmspythonnatural language processingforecastingneural networkspredictivetime seriesmachine learning,3-7 Yrs,Hyderabad,,3+ weeks ago
Data Scientist,Virtusa,3.7,pythondeploying modelsanalyticalnatural language processingcloud platformsproblem solvinghuggingfacemachine learning,5-6 Yrs,Hyderabad,,1 day ago
MLOps Engineer,Tao Digital,3.6,TensorflowMachine LearningScikit-LearnPytorchAws SagemakerShakudoCi/CdDevops,6-10 Yrs,Hyderabad,,1 week ago
"Data Analyst , Sensory & Consumer Experience",Awesome Analytics,5,data analystanalyticsbsdata analysisdata sciencemeanprogrammerstatistical analysis,4-7 Yrs,Hybrid - Hyderabad,,1 day ago
FPA Analyst,Regalix,2.8,ExcelBudgeting And ForecastingFinancial Planning And Analysisprepare reportsVariance AnalysisFinancial PlanningAnalyze data and trendsFinancial Modelling,10-20 Yrs,Hybrid - Hyderabad,,1 week ago
Data Analyst - (HSBC),Hitachi Digital Services,3.5,data analystdata qualitystorytellingdata analysis toolsdata analysisdata modelingdata systemsdesign,3-4 Yrs,Hyderabad,,1 week ago
"Data Analyst , Sensory and Consumer Experience",Databeat,3.8,data analystanalyticsdata analysisdata scienceprogrammerstatistical analysisresearchstatistics,3-7 Yrs,Hyderabad,,1 week ago
Data Analyst,Wipro,3.6,data analystalgorithmspythonetl toolsdata analysissoftware designprogramming languagesbusiness intelligence,5-10 Yrs,"Hyderabad, Pune, Bengaluru",,4 days ago
Data Analyst,Wipro,3.6,Power BiSQLDaxPower QueryData analysisQueryDataBi,5-10 Yrs,Hyderabad,,1 week ago
Data Analyst IV,Dilytics,3.3,Data ValidationPower BiDaxCi/CdSQLValidating reportsETLIV,3-6 Yrs,"Hyderabad, Bengaluru",,3+ weeks ago
Data Scientist,Othain Software Services India,3,deep learningdata scienceCodingGCPdata manipulationAnalyticalMachine learningSQL,3-8 Yrs,Hyderabad,,3+ weeks ago
Data Scientist,Exzeo Software,4.1,Analytical skillsComputer sciencedeep learningdata sciencedata manipulationMachine learningProgrammingNatural language processing,2-7 Yrs,Hyderabad,,6 days ago
Data Analyst,Icare Academy Hyderabad,1.7,PostgresqlHadoopSplunksqlDataData analysis,3-6 Yrs,"Hyderabad, Bengaluru",,1 week ago
Machine Learning Developer //,Novel Office,4.1,machine learningimage processingpythonnatural language processingdata pipelinesmachine learning frameworksnetworkingcontainerization,5-10 Yrs,"Hybrid - Hyderabad, Gurugram, Bengaluru",,3+ weeks ago
Data Scientist,Digital Glyde,3.8,Computer sciencedeep learningCloud computingdata scienceGCPMachine learningCloudNatural language processing,2-7 Yrs,Hyderabad,,3+ weeks ago
DATA SCIENTIST,Diverse Lynx,3.5,TrainingTelecomdeep learningProduct engineeringUsageCodingMachine learningStatistics,3-6 Yrs,Hyderabad,,3+ weeks ago
Data Scientist,Piwheel,1.9,Operations researchtableaudata scienceAnalyticalMachine learningHadoopSCALAData Analyst,3-6 Yrs,Hyderabad,,3+ weeks ago
Data Scientist,Apollo TeleHealth,3.9,Computer sciencedeep learningCloud computingdata scienceGCPMachine learningCloudNatural language processing,3-8 Yrs,Hyderabad,,3+ weeks ago
Consultant,Encore Software Services,3.8,PredictiveAsset Performance ManagementGenerative AiPerformance managementPerformanceConsultingManagementAsset,5-10 Yrs,"Hyderabad, Warangal, Nizamabad",,3+ weeks ago
Data Scientist,IDESLABS,3.7,Printingdeep learningPDFLinuxImage processingMachine learningOpen sourcebig data,5-10 Yrs,Hyderabad,,3+ weeks ago
Data Scientist,Growtharc Technologies,4.4,Computer scienceData analysisStatistical analysisdata scienceAnalyticalMachine learningProgrammingdata visualization,1-4 Yrs,Hyderabad,,2 weeks ago
Machine Learning Engineer,Tech Stalwart Solution,3.8,Fine TuningLarge Language ModelNatural Language ProcessingMl AlgorithmsTensorflowPytorchMachine Learning AlgorithmsDeep Learning,5-12 Yrs,Hyderabad,,1 day ago
Data Engineer,Diverse Lynx,3.5,hivepythonmodelingoracleadministrationpysparkdata warehousingmachine learning,4-9 Yrs,Hybrid - Hyderabad,,3+ weeks ago
Data Analyst,Amazon,3.9,Computer scienceSolution architectureAutomationVersion controlGITAnalyticalMachine learningOracle,2-6 Yrs,"Hyderabad, Chennai, Bengaluru",,3 weeks ago
Data Analyst,Foundever,3.4,data analystpythonrestfultalendpower bimachine learningsqldatabase design,4-9 Yrs,"Hyderabad, Gurugram",,2 days ago
Business Analyst,CBM India Trust,3.9,project managementdata analysisbusiness analysisbusiness requirement analysisprocess mappinggap analysisbusiness solutionsbusiness analytics,2-4 Yrs,Hyderabad,,1 week ago
CA0269 - Data Scientist,Zion Cloud Solutions,2.8,Performance tuningPrototypequery optimizationMachine learningData processingWindowsForecastingAnalytics,2-5 Yrs,"Hyderabad, Ahmedabad",,1 week ago
Data Scientist,More Retail,3.7,TensorflowPytorchMachine LearningPythonMachineData,5-10 Yrs,Hyderabad,,2 weeks ago
Data Scientist - Collections,Quantium Analytics,3.5,Data ScienceCollections AnalyticsBusiness AnalyticsMachine LearningPythonSQLDataScience,1-6 Yrs,Hyderabad,,2 weeks ago
Data Scientist,Outreach,3.1,studiofoundryanalyticalscikit-learnnumpysqlcloudtensorflow,2-4 Yrs,Hyderabad,,3+ weeks ago
Sensing Data Analyst,Popvax,1.6,Stakeholder EngagementData analysisAnalyticalMachine learningData processingData AnalystOpen sourceMonitoring,3-5 Yrs,Hyderabad,,3+ weeks ago
Data Analyst - Fraud,Cloudxtreme,3,Interpersonal skillsSAS SQLRisk analyticsMachine learningMS Office toolsData AnalystManagementPowerpoint,1-3 Yrs,Hyderabad,,3 weeks ago
Data Analyst,Tiger Analytics,3.7,data analystpythonrestfultalendpower bimachine learningsqldatabase design,2-4 Yrs,"Hybrid - Hyderabad, Bengaluru",,3+ weeks ago
Data Analyst,Qloron Technology,4.2,emerging technologiesmedicaldata analysispower biprocess improvementvisualization toolscommunication and interpersonal skillsmachine learning,2-5 Yrs,Hyderabad,,3+ weeks ago
Machine Learning Engineer Contract r,Zepto,3.5,Computer visionData analysisCodingMachine learningArchitectural designHealthcareData qualityOpen source,3-8 Yrs,Hybrid - Hyderabad,,3+ weeks ago
Machine Learning Engineer,Amgen Inc,2.7,Computer visionData analysisCodingMachine learningArchitectural designHealthcareData qualityOpen source,2-6 Yrs,Hyderabad,,1 week ago
Data Analyst,Sonata Software,3.4,project managementerpcoordinatorsoftware testingqa qcversion controlbusiness process mappingdata migration,4-7 Yrs,Hyderabad,,1 week ago
Data Analyst,Regal Rexnord,3.4,Communication SkillsAnalyticalProblem SolvingAdvance SqlPythonPresentation SkillsBusiness AnalyticsAdvanced Excel,5-8 Yrs,Hybrid - Hyderabad,,2 weeks ago
Data Analyst,Bristol Myers Squibb,3.6,data analystemerging technologiesworkforce planningspeech recognitionsupply chainrecruitmentcompliancehttp,1-3 Yrs,"Hyderabad, Bengaluru",,3 weeks ago
Machine Learning Operations Engineer,Amgen Inc,2.7,Machine Learning OperationsPythonAws SagemakerMl DeploymentAWSMl PipelinesMachine LearningMl Algorithms,3-8 Yrs,"Hyderabad, Bengaluru, Delhi / NCR",,3+ weeks ago
Machine Learning Engineer (ML Ops),Amazon,3.9,Computer scienceComputer visionData analysisorchestrationGCPMachine learningmodel developmentData quality,5-8 Yrs,Hyderabad,,1 week ago
FP&A Associate Analyst,Amazon,3.9,financefinancial analysisanalyticstableausapdata analysisforecastingaccounting,2-3 Yrs,"Hybrid - Hyderabad, Bengaluru",,1 week ago
Data Analyst,Sunware Technologies,4.5,pythonPower BiSQLDataBiData analysis,5-8 Yrs,Hyderabad,,1 week ago
Data Analyst,UST,3.7,SQLSalesforceGood Communication In EnglishPower BiData AnalysisTableauAnalysisEnglish,5-6 Yrs,Hyderabad,,1 week ago
Data Analyst,Prolifics Corporation,3.6,Logistics OperationsSupply ChainKPI AnalysisData AnalysisCost ReductionSpend AnalysisPower BiData Management,5-10 Yrs,Hybrid - Hyderabad,,1 week ago
Data Analyst L4,Qualcomm,3.7,data analystanalyticsoracleautomationcdata validationdesignbusiness analytics,2-4 Yrs,Hyderabad,,1 week ago
Data Analyst,Prudent Globaltech Solutions,4.1,Advance SqlStatisticsPythonDashboardsSQLData analysisData,3-5 Yrs,Hyderabad,,1 week ago
Data Analyst L4,Warner Bros. Discovery,3.7,data analystanalyticsautomationcdata validationdesignbusiness analyticsdata integration,2-5 Yrs,Hyderabad,,2 weeks ago
"Data Analyst , Sensory and Consumer Experience",EY,3.4,Consumer researchData analysisStatistical analysisdata scienceAnovaResearchmicrosoftProgram Lead,2-7 Yrs,Hyderabad,,1 week ago
Data Analyst,Epsoft Technologies,4,Data AnalystSparkJavaDataData analysis,8-12 Yrs,Hyderabad,,3+ weeks ago
Computer Vision and Machine Learning Engineer,Virtusa,3.7,Computer visiondeep learningC++Image processingAnalyticalMachine learningOpen sourceMechanical engineering,1-6 Yrs,"Hyderabad, Mumbai",,3+ weeks ago
Machine Learning Engineer,Wipro,3.6,Computer scienceData analysisMachine learningDigital signal processingFirmwarePattern recognitionSensorsMATLAB,5-8 Yrs,Hyderabad,,3+ weeks ago
Computer Vision and Machine Learning Engineer,Wipro,3.6,Computer visiondeep learningImage processingMachine learningDeploymentComputerMachineProcessing,3-5 Yrs,Hyderabad,,3+ weeks ago
Data Scientist Engineer,Cotiviti,3.6,Data analysisStatistical modelingdata scienceAnalyticalMachine learningdata visualizationStatisticsSQL,5-8 Yrs,Hyderabad,,1 week ago
Staff Machine Learning Engineer <> ServiceNow,Accenture,3.7,Solution architectureorchestrationEnterprise applicationsAnalyticalMachine learningTechnical leadershipNatural language processingOpen source,15-20 Yrs,Hyderabad,,2 weeks ago
Deep Learning Scientist,Kroll,3.5,LipsyncDeep LearningSuperResolutionDeepfakeDiffusionVisual ComputingInpaintingNeural head synthesis,5-10 Yrs,"Hybrid - Hyderabad, Bengaluru",,3+ weeks ago
Data Scientist,Cognizant,3.6,Supply chainComputer scienceData analysisSAPDevelopment ManagerStrategic planningData qualityCustomer service,5-10 Yrs,Hyderabad,,3+ weeks ago
Machine learning engineer,Bribooks,2.5,PilotData analysisC++OOPSMachine learningSCALAStatisticsPerformance improvement,5-9 Yrs,"Hyderabad, Chennai, Bengaluru",,1 week ago
Machine Learning Engineer,Prudent Globaltech Solutions,4.1,Machine LearningAzureGCPAgile developmentAWSPythonMicrosoft AzureAgile,4-9 Yrs,"Hyderabad, Kochi, Kolkata, Pune, Chennai, Bengaluru, Delhi / NCR, Mumbai (All Areas)",,2 weeks ago
Data Analyst,Accenture,3.7,Power BiData AnalystSQLPythonFabricData analysisDataBi,8-10 Yrs,Hyderabad,,1 week ago
Machine Learning Engineer,GE VERNOVA,4.1,XGBoostMachine LearningScikit-LearnTensorFlowPythonend-to-endMachineEnd To End,12-15 Yrs,Hyderabad,,3+ weeks ago
Data Scientist,Infosys,3.5,beammodelingvertexscikit-learngoogle cloud servicesnumpysqlcloud,2-3 Yrs,"Hyderabad, Bengaluru",,3+ weeks ago
Data Scientist - Network Design,Accenture,3.7,Supply chainData analysisNetwork designHealthcareBusiness intelligenceAnalyticsMonitoringSQL,2-5 Yrs,"Hyderabad, Kolkata, Mumbai, New Delhi, Pune, Chennai, Bengaluru",,2 days ago
Hiring For a Business Analyst - BPO - Salary Upto 10lpa,Accenture,3.7,MISData AnalysisAsset ManagementAdvanced ExcelMIS ReportingIT Asset ManagementVLOOKUPConditional Formatting,3-8 Yrs,Hyderabad,,5 days ago
Business Analyst L5,Prudent Globaltech Solutions,4.1,business analystdomain knowledgemarket researchroot cause analysisdata analystsalesresearchqa,2-4 Yrs,Hyderabad,,5 days ago
Business Analyst,Bajaj Finance,3.9,data analysisbusiness modelsprocess mappingdata analysis toolscommunicatebusiness processesbusiness analystreinsurance,7-12 Yrs,"Hybrid - Hyderabad, Pune, Bengaluru",,3+ weeks ago
NLP Data Scientist,Thomson Reuters,3.8,BasicData analysisVersion controlGITGCPProgrammingHealthcareTechnology solutions,3-7 Yrs,"Hyderabad, Bengaluru",,3+ weeks ago
Data Scientist,Bajaj Finance,3.9,IT servicesMachine learningSales forecastingData processingWellnessdata visualizationbig dataAutomotive,2-4 Yrs,Hyderabad,,3+ weeks ago
ML Data Scientist,Google,4.4,ArchitectUsageMachine learningDeploymentAnalyticsMachineArchitectureData,4-6 Yrs,"Hyderabad, Chennai",,3+ weeks ago
Data Engineer,Amgen Inc,2.7,data pipeline architecturehivepythondata analysisdata warehousingmachine learningdata engineeringsql,2-7 Yrs,Hyderabad,,4 days ago
Business Analyst,Primera Medical Technologies,3.6,AnnuityData AnalysisLife insurance domainBusiness AnalysisAnalysisDataInsuranceLife insurance,3-7 Yrs,"Hyderabad, Kolkata, Mumbai, New Delhi, Pune, Chennai, Bengaluru",,3+ weeks ago
